KEY_benef_mun,best_match,match_score,CVE_ENT,Entidad_inegi,CVE_MUN,Municipio_inegi,KEY_inegi_municipio
oaxaca-san juan lalana,oaxaca-san juan lalana,100,20,Oaxaca,205,San Juan Lalana,oaxaca-san juan lalana
oaxaca-san pedro y san pablo tequixtepec,oaxaca-san pedro y san pablo tequixtepec,100,20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,oaxaca-san pedro y san pablo tequixtepec
durango-vicente guerrero,durango-vicente guerrero,100,10,Durango,38,Vicente Guerrero,durango-vicente guerrero
puebla-acajete,puebla-acajete,100,21,Puebla,1,Acajete,puebla-acajete
oaxaca-santiago ixtayutla,oaxaca-santiago ixtayutla,100,20,Oaxaca,466,Santiago Ixtayutla,oaxaca-santiago ixtayutla
oaxaca-santiago tapextla,oaxaca-santiago tapextla,100,20,Oaxaca,485,Santiago Tapextla,oaxaca-santiago tapextla
oaxaca-magdalena jaltepec,oaxaca-magdalena jaltepec,100,20,Oaxaca,46,Magdalena Jaltepec,oaxaca-magdalena jaltepec
zacatecas-concepcion del oro,zacatecas-concepcion del oro,100,32,Zacatecas,7,Concepción del Oro,zacatecas-concepcion del oro
oaxaca-san lorenzo,oaxaca-san lorenzo,100,20,Oaxaca,225,San Lorenzo,oaxaca-san lorenzo
chiapas-tapachula,chiapas-tapachula,100,7,Chiapas,89,Tapachula,chiapas-tapachula
oaxaca-santiago juxtlahuaca,oaxaca-santiago juxtlahuaca,100,20,Oaxaca,469,Santiago Juxtlahuaca,oaxaca-santiago juxtlahuaca
oaxaca-santo domingo armenta,oaxaca-santo domingo armenta,100,20,Oaxaca,507,Santo Domingo Armenta,oaxaca-santo domingo armenta
oaxaca-teotitlan de flores magon,oaxaca-teotitlan de flores magon,100,20,Oaxaca,545,Teotitlán de Flores Magón,oaxaca-teotitlan de flores magon
oaxaca-santiago huajolotitlan,oaxaca-santiago huajolotitlan,100,20,Oaxaca,462,Santiago Huajolotitlán,oaxaca-santiago huajolotitlan
oaxaca-santiago texcalcingo,oaxaca-santiago texcalcingo,100,20,Oaxaca,490,Santiago Texcalcingo,oaxaca-santiago texcalcingo
oaxaca-santa maria huatulco,oaxaca-santa maria huatulco,100,20,Oaxaca,413,Santa María Huatulco,oaxaca-santa maria huatulco
oaxaca-san francisco telixtlahuaca,oaxaca-san francisco telixtlahuaca,100,20,Oaxaca,150,San Francisco Telixtlahuaca,oaxaca-san francisco telixtlahuaca
oaxaca-acatlan de perez figueroa,oaxaca-acatlan de perez figueroa,100,20,Oaxaca,2,Acatlán de Pérez Figueroa,oaxaca-acatlan de perez figueroa
oaxaca-putla villa de guerrero,oaxaca-putla villa de guerrero,100,20,Oaxaca,73,Putla Villa de Guerrero,oaxaca-putla villa de guerrero
nayarit-santa maria del oro,nayarit-santa maria del oro,100,18,Nayarit,14,Santa María del Oro,nayarit-santa maria del oro
oaxaca-la compania,oaxaca-la compania,100,20,Oaxaca,17,La Compañía,oaxaca-la compania
morelos-axochiapan,morelos-axochiapan,100,17,Morelos,3,Axochiapan,morelos-axochiapan
oaxaca-san felipe tejalapam,oaxaca-san felipe tejalapam,100,20,Oaxaca,135,San Felipe Tejalápam,oaxaca-san felipe tejalapam
"oaxaca-heroica villa tezoatlan de segura y luna, cuna de la independencia de oaxaca","oaxaca-heroica villa tezoatlan de segura y luna, cuna de la independencia de oaxaca",100,20,Oaxaca,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca","oaxaca-heroica villa tezoatlan de segura y luna, cuna de la independencia de oaxaca"
oaxaca-santo domingo tehuantepec,oaxaca-santo domingo tehuantepec,100,20,Oaxaca,515,Santo Domingo Tehuantepec,oaxaca-santo domingo tehuantepec
guerrero-pilcaya,guerrero-pilcaya,100,12,Guerrero,49,Pilcaya,guerrero-pilcaya
oaxaca-coicoyan de las flores,oaxaca-coicoyan de las flores,100,20,Oaxaca,16,Coicoyán de las Flores,oaxaca-coicoyan de las flores
oaxaca-san martin peras,oaxaca-san martin peras,100,20,Oaxaca,242,San Martín Peras,oaxaca-san martin peras
tlaxcala-sanctorum de lazaro cardenas,tlaxcala-sanctorum de lazaro cardenas,100,29,Tlaxcala,20,Sanctórum de Lázaro Cárdenas,tlaxcala-sanctorum de lazaro cardenas
chiapas-chamula,chiapas-chamula,100,7,Chiapas,23,Chamula,chiapas-chamula
tlaxcala-tocatlan,tlaxcala-tocatlan,100,29,Tlaxcala,35,Tocatlán,tlaxcala-tocatlan
durango-santiago papasquiaro,durango-santiago papasquiaro,100,10,Durango,32,Santiago Papasquiaro,durango-santiago papasquiaro
tlaxcala-tzompantepec,tlaxcala-tzompantepec,100,29,Tlaxcala,38,Tzompantepec,tlaxcala-tzompantepec
durango-canatlan,durango-canatlan,100,10,Durango,1,Canatlán,durango-canatlan
chiapas-palenque,chiapas-palenque,100,7,Chiapas,65,Palenque,chiapas-palenque
zacatecas-rio grande,zacatecas-rio grande,100,32,Zacatecas,39,Río Grande,zacatecas-rio grande
durango-pueblo nuevo,durango-pueblo nuevo,100,10,Durango,23,Pueblo Nuevo,durango-pueblo nuevo
oaxaca-san juan ihualtepec,oaxaca-san juan ihualtepec,100,20,Oaxaca,199,San Juan Ihualtepec,oaxaca-san juan ihualtepec
durango-ocampo,durango-ocampo,100,10,Durango,17,Ocampo,durango-ocampo
chiapas-jiquipilas,chiapas-jiquipilas,100,7,Chiapas,46,Jiquipilas,chiapas-jiquipilas
durango-san bernardo,durango-san bernardo,100,10,Durango,25,San Bernardo,durango-san bernardo
durango-durango,durango-durango,100,10,Durango,5,Durango,durango-durango
nayarit-ixtlan del rio,nayarit-ixtlan del rio,100,18,Nayarit,6,Ixtlán del Río,nayarit-ixtlan del rio
puebla-chilchotla,puebla-chilchotla,100,21,Puebla,58,Chilchotla,puebla-chilchotla
chiapas-juarez,chiapas-juarez,100,7,Chiapas,48,Juárez,chiapas-juarez
tlaxcala-nanacamilpa de mariano arista,tlaxcala-nanacamilpa de mariano arista,100,29,Tlaxcala,21,Nanacamilpa de Mariano Arista,tlaxcala-nanacamilpa de mariano arista
nayarit-santiago ixcuintla,nayarit-santiago ixcuintla,100,18,Nayarit,15,Santiago Ixcuintla,nayarit-santiago ixcuintla
morelos-coatlan del rio,morelos-coatlan del rio,100,17,Morelos,5,Coatlán del Río,morelos-coatlan del rio
chiapas-ixhuatan,chiapas-ixhuatan,100,7,Chiapas,42,Ixhuatán,chiapas-ixhuatan
oaxaca-san juan coatzospam,oaxaca-san juan coatzospam,100,20,Oaxaca,187,San Juan Coatzóspam,oaxaca-san juan coatzospam
puebla-san matias tlalancaleca,puebla-san matias tlalancaleca,100,21,Puebla,134,San Matías Tlalancaleca,puebla-san matias tlalancaleca
tlaxcala-benito juarez,tlaxcala-benito juarez,100,29,Tlaxcala,45,Benito Juárez,tlaxcala-benito juarez
chiapas-pichucalco,chiapas-pichucalco,100,7,Chiapas,68,Pichucalco,chiapas-pichucalco
chiapas-bella vista,chiapas-bella vista,100,7,Chiapas,11,Bella Vista,chiapas-bella vista
tlaxcala-apizaco,tlaxcala-apizaco,100,29,Tlaxcala,5,Apizaco,tlaxcala-apizaco
tlaxcala-tetla de la solidaridad,tlaxcala-tetla de la solidaridad,100,29,Tlaxcala,31,Tetla de la Solidaridad,tlaxcala-tetla de la solidaridad
morelos-amacuzac,morelos-amacuzac,100,17,Morelos,1,Amacuzac,morelos-amacuzac
zacatecas-general francisco r. murguia,zacatecas-general francisco r. murguia,100,32,Zacatecas,14,General Francisco R. Murguía,zacatecas-general francisco r. murguia
nayarit-tuxpan,nayarit-tuxpan,100,18,Nayarit,18,Tuxpan,nayarit-tuxpan
chiapas-la libertad,chiapas-la libertad,100,7,Chiapas,50,La Libertad,chiapas-la libertad
durango-mapimi,durango-mapimi,100,10,Durango,13,Mapimí,durango-mapimi
zacatecas-trancoso,zacatecas-trancoso,100,32,Zacatecas,57,Trancoso,zacatecas-trancoso
zacatecas-pinos,zacatecas-pinos,100,32,Zacatecas,38,Pinos,zacatecas-pinos
durango-tamazula,durango-tamazula,100,10,Durango,34,Tamazula,durango-tamazula
oaxaca-villa hidalgo,oaxaca-villa hidalgo,100,20,Oaxaca,38,Villa Hidalgo,oaxaca-villa hidalgo
zacatecas-fresnillo,zacatecas-fresnillo,100,32,Zacatecas,10,Fresnillo,zacatecas-fresnillo
zacatecas-general panfilo natera,zacatecas-general panfilo natera,100,32,Zacatecas,16,General Pánfilo Natera,zacatecas-general panfilo natera
puebla-lafragua,puebla-lafragua,100,21,Puebla,93,Lafragua,puebla-lafragua
chiapas-coapilla,chiapas-coapilla,100,7,Chiapas,18,Coapilla,chiapas-coapilla
morelos-huitzilac,morelos-huitzilac,100,17,Morelos,9,Huitzilac,morelos-huitzilac
puebla-tlaltenango,puebla-tlaltenango,100,21,Puebla,181,Tlaltenango,puebla-tlaltenango
oaxaca-san miguel chimalapa,oaxaca-san miguel chimalapa,100,20,Oaxaca,265,San Miguel Chimalapa,oaxaca-san miguel chimalapa
oaxaca-san juan bautista tuxtepec,oaxaca-san juan bautista tuxtepec,100,20,Oaxaca,184,San Juan Bautista Tuxtepec,oaxaca-san juan bautista tuxtepec
guerrero-tetipac,guerrero-tetipac,100,12,Guerrero,60,Tetipac,guerrero-tetipac
chiapas-villa corzo,chiapas-villa corzo,100,7,Chiapas,107,Villa Corzo,chiapas-villa corzo
nayarit-tecuala,nayarit-tecuala,100,18,Nayarit,16,Tecuala,nayarit-tecuala
oaxaca-santa cruz itundujia,oaxaca-santa cruz itundujia,100,20,Oaxaca,377,Santa Cruz Itundujia,oaxaca-santa cruz itundujia
oaxaca-san miguel el grande,oaxaca-san miguel el grande,100,20,Oaxaca,269,San Miguel el Grande,oaxaca-san miguel el grande
oaxaca-santa maria papalo,oaxaca-santa maria papalo,100,20,Oaxaca,425,Santa María Pápalo,oaxaca-santa maria papalo
zacatecas-villa de cos,zacatecas-villa de cos,100,32,Zacatecas,51,Villa de Cos,zacatecas-villa de cos
nayarit-jala,nayarit-jala,100,18,Nayarit,7,Jala,nayarit-jala
durango-suchil,durango-suchil,100,10,Durango,33,Súchil,durango-suchil
zacatecas-guadalupe,zacatecas-guadalupe,100,32,Zacatecas,17,Guadalupe,zacatecas-guadalupe
durango-general simon bolivar,durango-general simon bolivar,100,10,Durango,6,General Simón Bolívar,durango-general simon bolivar
zacatecas-sombrerete,zacatecas-sombrerete,100,32,Zacatecas,42,Sombrerete,zacatecas-sombrerete
nayarit-huajicori,nayarit-huajicori,100,18,Nayarit,5,Huajicori,nayarit-huajicori
durango-san juan del rio,durango-san juan del rio,100,10,Durango,28,San Juan del Río,durango-san juan del rio
durango-san juan de guadalupe,durango-san juan de guadalupe,100,10,Durango,27,San Juan de Guadalupe,durango-san juan de guadalupe
zacatecas-juan aldama,zacatecas-juan aldama,100,32,Zacatecas,22,Juan Aldama,zacatecas-juan aldama
zacatecas-canitas de felipe pescador,zacatecas-canitas de felipe pescador,100,32,Zacatecas,6,Cañitas de Felipe Pescador,zacatecas-canitas de felipe pescador
puebla-tecamachalco,puebla-tecamachalco,100,21,Puebla,154,Tecamachalco,puebla-tecamachalco
oaxaca-tamazulapam del espiritu santo,oaxaca-tamazulapam del espiritu santo,100,20,Oaxaca,31,Tamazulápam del Espíritu Santo,oaxaca-tamazulapam del espiritu santo
oaxaca-santiago yaveo,oaxaca-santiago yaveo,100,20,Oaxaca,498,Santiago Yaveo,oaxaca-santiago yaveo
morelos-tlaltizapan de zapata,morelos-tlaltizapan de zapata,100,17,Morelos,24,Tlaltizapán de Zapata,morelos-tlaltizapan de zapata
oaxaca-concepcion papalo,oaxaca-concepcion papalo,100,20,Oaxaca,19,Concepción Pápalo,oaxaca-concepcion papalo
oaxaca-san andres teotilalpam,oaxaca-san andres teotilalpam,100,20,Oaxaca,98,San Andrés Teotilálpam,oaxaca-san andres teotilalpam
oaxaca-san felipe usila,oaxaca-san felipe usila,100,20,Oaxaca,136,San Felipe Usila,oaxaca-san felipe usila
oaxaca-guevea de humboldt,oaxaca-guevea de humboldt,100,20,Oaxaca,36,Guevea de Humboldt,oaxaca-guevea de humboldt
chiapas-montecristo de guerrero,chiapas-montecristo de guerrero,100,7,Chiapas,117,Montecristo de Guerrero,chiapas-montecristo de guerrero
chiapas-villa comaltitlan,chiapas-villa comaltitlan,100,7,Chiapas,71,Villa Comaltitlán,chiapas-villa comaltitlan
tlaxcala-cuapiaxtla,tlaxcala-cuapiaxtla,100,29,Tlaxcala,8,Cuapiaxtla,tlaxcala-cuapiaxtla
tlaxcala-atltzayanca,tlaxcala-atltzayanca,100,29,Tlaxcala,4,Atltzayanca,tlaxcala-atltzayanca
nayarit-compostela,nayarit-compostela,100,18,Nayarit,4,Compostela,nayarit-compostela
oaxaca-santo tomas mazaltepec,oaxaca-santo tomas mazaltepec,100,20,Oaxaca,531,Santo Tomás Mazaltepec,oaxaca-santo tomas mazaltepec
puebla-cuyoaco,puebla-cuyoaco,100,21,Puebla,44,Cuyoaco,puebla-cuyoaco
puebla-libres,puebla-libres,100,21,Puebla,94,Libres,puebla-libres
tlaxcala-tepeyanco,tlaxcala-tepeyanco,100,29,Tlaxcala,29,Tepeyanco,tlaxcala-tepeyanco
nayarit-amatlan de canas,nayarit-amatlan de canas,100,18,Nayarit,3,Amatlán de Cañas,nayarit-amatlan de canas
oaxaca-san jeronimo coatlan,oaxaca-san jeronimo coatlan,100,20,Oaxaca,159,San Jerónimo Coatlán,oaxaca-san jeronimo coatlan
oaxaca-santa maria tonameca,oaxaca-santa maria tonameca,100,20,Oaxaca,439,Santa María Tonameca,oaxaca-santa maria tonameca
oaxaca-ayoquezco de aldama,oaxaca-ayoquezco de aldama,100,20,Oaxaca,398,Ayoquezco de Aldama,oaxaca-ayoquezco de aldama
oaxaca-santa catarina loxicha,oaxaca-santa catarina loxicha,100,20,Oaxaca,366,Santa Catarina Loxicha,oaxaca-santa catarina loxicha
oaxaca-san miguel coatlan,oaxaca-san miguel coatlan,100,20,Oaxaca,263,San Miguel Coatlán,oaxaca-san miguel coatlan
oaxaca-villa sola de vega,oaxaca-villa sola de vega,100,20,Oaxaca,277,Villa Sola de Vega,oaxaca-villa sola de vega
oaxaca-san pedro mixtepec,oaxaca-san pedro mixtepec,100,20,Oaxaca,318,San Pedro Mixtepec,oaxaca-san pedro mixtepec
oaxaca-santa maria colotepec,oaxaca-santa maria colotepec,100,20,Oaxaca,401,Santa María Colotepec,oaxaca-santa maria colotepec
oaxaca-san gabriel mixtepec,oaxaca-san gabriel mixtepec,100,20,Oaxaca,153,San Gabriel Mixtepec,oaxaca-san gabriel mixtepec
oaxaca-san baltazar loxicha,oaxaca-san baltazar loxicha,100,20,Oaxaca,113,San Baltazar Loxicha,oaxaca-san baltazar loxicha
oaxaca-san lucas ojitlan,oaxaca-san lucas ojitlan,100,20,Oaxaca,232,San Lucas Ojitlán,oaxaca-san lucas ojitlan
nayarit-ahuacatlan,nayarit-ahuacatlan,100,18,Nayarit,2,Ahuacatlán,nayarit-ahuacatlan
nayarit-san pedro lagunillas,nayarit-san pedro lagunillas,100,18,Nayarit,13,San Pedro Lagunillas,nayarit-san pedro lagunillas
tlaxcala-ziltlaltepec de trinidad sanchez santos,tlaxcala-ziltlaltepec de trinidad sanchez santos,100,29,Tlaxcala,37,Ziltlaltépec de Trinidad Sánchez Santos,tlaxcala-ziltlaltepec de trinidad sanchez santos
tlaxcala-panotla,tlaxcala-panotla,100,29,Tlaxcala,24,Panotla,tlaxcala-panotla
tlaxcala-teolocholco,tlaxcala-teolocholco,100,29,Tlaxcala,28,Teolocholco,tlaxcala-teolocholco
tlaxcala-acuamanala de miguel hidalgo,tlaxcala-acuamanala de miguel hidalgo,100,29,Tlaxcala,22,Acuamanala de Miguel Hidalgo,tlaxcala-acuamanala de miguel hidalgo
tlaxcala-hueyotlipan,tlaxcala-hueyotlipan,100,29,Tlaxcala,14,Hueyotlipan,tlaxcala-hueyotlipan
chiapas-ostuacan,chiapas-ostuacan,100,7,Chiapas,62,Ostuacán,chiapas-ostuacan
tlaxcala-tetlatlahuca,tlaxcala-tetlatlahuca,100,29,Tlaxcala,32,Tetlatlahuca,tlaxcala-tetlatlahuca
oaxaca-san jeronimo taviche,oaxaca-san jeronimo taviche,100,20,Oaxaca,162,San Jerónimo Taviche,oaxaca-san jeronimo taviche
durango-mezquital,durango-mezquital,100,10,Durango,14,Mezquital,durango-mezquital
chiapas-maravilla tenejapa,chiapas-maravilla tenejapa,100,7,Chiapas,115,Maravilla Tenejapa,chiapas-maravilla tenejapa
tlaxcala-ixtenco,tlaxcala-ixtenco,100,29,Tlaxcala,16,Ixtenco,tlaxcala-ixtenco
guerrero-metlatonoc,guerrero-metlatonoc,100,12,Guerrero,43,Metlatónoc,guerrero-metlatonoc
puebla-tzicatlacoyan,puebla-tzicatlacoyan,100,21,Puebla,193,Tzicatlacoyan,puebla-tzicatlacoyan
oaxaca-san carlos yautepec,oaxaca-san carlos yautepec,100,20,Oaxaca,125,San Carlos Yautepec,oaxaca-san carlos yautepec
chiapas-simojovel,chiapas-simojovel,100,7,Chiapas,81,Simojovel,chiapas-simojovel
oaxaca-heroica ciudad de tlaxiaco,oaxaca-heroica ciudad de tlaxiaco,100,20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,oaxaca-heroica ciudad de tlaxiaco
oaxaca-san agustin tlacotepec,oaxaca-san agustin tlacotepec,100,20,Oaxaca,86,San Agustín Tlacotepec,oaxaca-san agustin tlacotepec
chiapas-ixtapa,chiapas-ixtapa,100,7,Chiapas,44,Ixtapa,chiapas-ixtapa
puebla-tecali de herrera,puebla-tecali de herrera,100,21,Puebla,153,Tecali de Herrera,puebla-tecali de herrera
chiapas-tecpatan,chiapas-tecpatan,100,7,Chiapas,92,Tecpatán,chiapas-tecpatan
durango-guadalupe victoria,durango-guadalupe victoria,100,10,Durango,8,Guadalupe Victoria,durango-guadalupe victoria
chiapas-pueblo nuevo solistahuacan,chiapas-pueblo nuevo solistahuacan,100,7,Chiapas,72,Pueblo Nuevo Solistahuacán,chiapas-pueblo nuevo solistahuacan
chiapas-copainala,chiapas-copainala,100,7,Chiapas,21,Copainalá,chiapas-copainala
chiapas-frontera comalapa,chiapas-frontera comalapa,100,7,Chiapas,34,Frontera Comalapa,chiapas-frontera comalapa
oaxaca-magdalena penasco,oaxaca-magdalena penasco,100,20,Oaxaca,50,Magdalena Peñasco,oaxaca-magdalena penasco
oaxaca-san juan colorado,oaxaca-san juan colorado,100,20,Oaxaca,188,San Juan Colorado,oaxaca-san juan colorado
chiapas-francisco leon,chiapas-francisco leon,100,7,Chiapas,33,Francisco León,chiapas-francisco leon
oaxaca-santiago choapam,oaxaca-santiago choapam,100,20,Oaxaca,460,Santiago Choápam,oaxaca-santiago choapam
tlaxcala-tepetitla de lardizabal,tlaxcala-tepetitla de lardizabal,100,29,Tlaxcala,19,Tepetitla de Lardizábal,tlaxcala-tepetitla de lardizabal
guerrero-xochihuehuetlan,guerrero-xochihuehuetlan,100,12,Guerrero,70,Xochihuehuetlán,guerrero-xochihuehuetlan
oaxaca-villa de zaachila,oaxaca-villa de zaachila,100,20,Oaxaca,565,Villa de Zaachila,oaxaca-villa de zaachila
oaxaca-san pedro ocopetatillo,oaxaca-san pedro ocopetatillo,100,20,Oaxaca,322,San Pedro Ocopetatillo,oaxaca-san pedro ocopetatillo
chiapas-pantepec,chiapas-pantepec,100,7,Chiapas,67,Pantepec,chiapas-pantepec
chiapas-chilon,chiapas-chilon,100,7,Chiapas,31,Chilón,chiapas-chilon
oaxaca-san pedro martir quiechapa,oaxaca-san pedro martir quiechapa,100,20,Oaxaca,316,San Pedro Mártir Quiechapa,oaxaca-san pedro martir quiechapa
oaxaca-san bartolome ayautla,oaxaca-san bartolome ayautla,100,20,Oaxaca,116,San Bartolomé Ayautla,oaxaca-san bartolome ayautla
oaxaca-huautepec,oaxaca-huautepec,100,20,Oaxaca,40,Huautepec,oaxaca-huautepec
tlaxcala-xaloztoc,tlaxcala-xaloztoc,100,29,Tlaxcala,39,Xaloztoc,tlaxcala-xaloztoc
chiapas-siltepec,chiapas-siltepec,100,7,Chiapas,80,Siltepec,chiapas-siltepec
puebla-san martin texmelucan,puebla-san martin texmelucan,100,21,Puebla,132,San Martín Texmelucan,puebla-san martin texmelucan
oaxaca-mazatlan villa de flores,oaxaca-mazatlan villa de flores,100,20,Oaxaca,58,Mazatlán Villa de Flores,oaxaca-mazatlan villa de flores
oaxaca-san melchor betaza,oaxaca-san melchor betaza,100,20,Oaxaca,257,San Melchor Betaza,oaxaca-san melchor betaza
durango-panuco de coronado,durango-panuco de coronado,100,10,Durango,20,Pánuco de Coronado,durango-panuco de coronado
morelos-ocuituco,morelos-ocuituco,100,17,Morelos,16,Ocuituco,morelos-ocuituco
chiapas-huitiupan,chiapas-huitiupan,100,7,Chiapas,39,Huitiupán,chiapas-huitiupan
chiapas-rayon,chiapas-rayon,100,7,Chiapas,73,Rayón,chiapas-rayon
oaxaca-san sebastian rio hondo,oaxaca-san sebastian rio hondo,100,20,Oaxaca,347,San Sebastián Río Hondo,oaxaca-san sebastian rio hondo
oaxaca-santo tomas ocotepec,oaxaca-santo tomas ocotepec,100,20,Oaxaca,532,Santo Tomás Ocotepec,oaxaca-santo tomas ocotepec
oaxaca-san mateo nejapam,oaxaca-san mateo nejapam,100,20,Oaxaca,251,San Mateo Nejápam,oaxaca-san mateo nejapam
chiapas-mezcalapa,chiapas-mezcalapa,100,7,Chiapas,124,Mezcalapa,chiapas-mezcalapa
oaxaca-san juan numi,oaxaca-san juan numi,100,20,Oaxaca,210,San Juan Ñumí,oaxaca-san juan numi
chiapas-tuxtla chico,chiapas-tuxtla chico,100,7,Chiapas,102,Tuxtla Chico,chiapas-tuxtla chico
oaxaca-santa maria chimalapa,oaxaca-santa maria chimalapa,100,20,Oaxaca,407,Santa María Chimalapa,oaxaca-santa maria chimalapa
oaxaca-santa cruz nundaco,oaxaca-santa cruz nundaco,100,20,Oaxaca,379,Santa Cruz Nundaco,oaxaca-santa cruz nundaco
durango-otaez,durango-otaez,100,10,Durango,19,Otáez,durango-otaez
zacatecas-villa garcia,zacatecas-villa garcia,100,32,Zacatecas,52,Villa García,zacatecas-villa garcia
oaxaca-asuncion cacalotepec,oaxaca-asuncion cacalotepec,100,20,Oaxaca,3,Asunción Cacalotepec,oaxaca-asuncion cacalotepec
chiapas-huixtan,chiapas-huixtan,100,7,Chiapas,38,Huixtán,chiapas-huixtan
oaxaca-magdalena teitipac,oaxaca-magdalena teitipac,100,20,Oaxaca,51,Magdalena Teitipac,oaxaca-magdalena teitipac
tlaxcala-san jose teacalco,tlaxcala-san jose teacalco,100,29,Tlaxcala,52,San José Teacalco,tlaxcala-san jose teacalco
oaxaca-san pedro atoyac,oaxaca-san pedro atoyac,100,20,Oaxaca,302,San Pedro Atoyac,oaxaca-san pedro atoyac
oaxaca-santa cruz tacahua,oaxaca-santa cruz tacahua,100,20,Oaxaca,382,Santa Cruz Tacahua,oaxaca-santa cruz tacahua
chiapas-arriaga,chiapas-arriaga,100,7,Chiapas,9,Arriaga,chiapas-arriaga
morelos-yautepec,morelos-yautepec,100,17,Morelos,29,Yautepec,morelos-yautepec
oaxaca-santo domingo petapa,oaxaca-santo domingo petapa,100,20,Oaxaca,513,Santo Domingo Petapa,oaxaca-santo domingo petapa
oaxaca-zimatlan de alvarez,oaxaca-zimatlan de alvarez,100,20,Oaxaca,570,Zimatlán de Álvarez,oaxaca-zimatlan de alvarez
zacatecas-ojocaliente,zacatecas-ojocaliente,100,32,Zacatecas,36,Ojocaliente,zacatecas-ojocaliente
chiapas-chiapilla,chiapas-chiapilla,100,7,Chiapas,28,Chiapilla,chiapas-chiapilla
oaxaca-mesones hidalgo,oaxaca-mesones hidalgo,100,20,Oaxaca,37,Mesones Hidalgo,oaxaca-mesones hidalgo
oaxaca-mixistlan de la reforma,oaxaca-mixistlan de la reforma,100,20,Oaxaca,60,Mixistlán de la Reforma,oaxaca-mixistlan de la reforma
puebla-zautla,puebla-zautla,100,21,Puebla,212,Zautla,puebla-zautla
puebla-chiautzingo,puebla-chiautzingo,100,21,Puebla,48,Chiautzingo,puebla-chiautzingo
oaxaca-ocotlan de morelos,oaxaca-ocotlan de morelos,100,20,Oaxaca,68,Ocotlán de Morelos,oaxaca-ocotlan de morelos
oaxaca-san miguel quetzaltepec,oaxaca-san miguel quetzaltepec,100,20,Oaxaca,275,San Miguel Quetzaltepec,oaxaca-san miguel quetzaltepec
chiapas-tonala,chiapas-tonala,100,7,Chiapas,97,Tonalá,chiapas-tonala
oaxaca-monjas,oaxaca-monjas,100,20,Oaxaca,61,Monjas,oaxaca-monjas
chiapas-pijijiapan,chiapas-pijijiapan,100,7,Chiapas,69,Pijijiapan,chiapas-pijijiapan
chiapas-san juan cancuc,chiapas-san juan cancuc,100,7,Chiapas,112,San Juan Cancuc,chiapas-san juan cancuc
puebla-ocotepec,puebla-ocotepec,100,21,Puebla,105,Ocotepec,puebla-ocotepec
chiapas-sabanilla,chiapas-sabanilla,100,7,Chiapas,76,Sabanilla,chiapas-sabanilla
chiapas-tila,chiapas-tila,100,7,Chiapas,96,Tila,chiapas-tila
oaxaca-santiago yosondua,oaxaca-santiago yosondua,100,20,Oaxaca,500,Santiago Yosondúa,oaxaca-santiago yosondua
oaxaca-santa catarina tayata,oaxaca-santa catarina tayata,100,20,Oaxaca,370,Santa Catarina Tayata,oaxaca-santa catarina tayata
oaxaca-constancia del rosario,oaxaca-constancia del rosario,100,20,Oaxaca,20,Constancia del Rosario,oaxaca-constancia del rosario
chiapas-san fernando,chiapas-san fernando,100,7,Chiapas,79,San Fernando,chiapas-san fernando
puebla-domingo arenas,puebla-domingo arenas,100,21,Puebla,60,Domingo Arenas,puebla-domingo arenas
chiapas-bochil,chiapas-bochil,100,7,Chiapas,13,Bochil,chiapas-bochil
chiapas-amatenango del valle,chiapas-amatenango del valle,100,7,Chiapas,7,Amatenango del Valle,chiapas-amatenango del valle
oaxaca-san jacinto tlacotepec,oaxaca-san jacinto tlacotepec,100,20,Oaxaca,158,San Jacinto Tlacotepec,oaxaca-san jacinto tlacotepec
oaxaca-santiago xanica,oaxaca-santiago xanica,100,20,Oaxaca,495,Santiago Xanica,oaxaca-santiago xanica
zacatecas-loreto,zacatecas-loreto,100,32,Zacatecas,24,Loreto,zacatecas-loreto
chiapas-tapalapa,chiapas-tapalapa,100,7,Chiapas,90,Tapalapa,chiapas-tapalapa
guerrero-atlamajalcingo del monte,guerrero-atlamajalcingo del monte,100,12,Guerrero,9,Atlamajalcingo del Monte,guerrero-atlamajalcingo del monte
chiapas-chapultenango,chiapas-chapultenango,100,7,Chiapas,25,Chapultenango,chiapas-chapultenango
chiapas-berriozabal,chiapas-berriozabal,100,7,Chiapas,12,Berriozábal,chiapas-berriozabal
chiapas-zinacantan,chiapas-zinacantan,100,7,Chiapas,111,Zinacantán,chiapas-zinacantan
chiapas-teopisca,chiapas-teopisca,100,7,Chiapas,94,Teopisca,chiapas-teopisca
puebla-tlacotepec de benito juarez,puebla-tlacotepec de benito juarez,100,21,Puebla,177,Tlacotepec de Benito Juárez,puebla-tlacotepec de benito juarez
oaxaca-san jeronimo sosola,oaxaca-san jeronimo sosola,100,20,Oaxaca,161,San Jerónimo Sosola,oaxaca-san jeronimo sosola
oaxaca-san martin lachila,oaxaca-san martin lachila,100,20,Oaxaca,241,San Martín Lachilá,oaxaca-san martin lachila
oaxaca-san juan cotzocon,oaxaca-san juan cotzocon,100,20,Oaxaca,190,San Juan Cotzocón,oaxaca-san juan cotzocon
durango-cuencame,durango-cuencame,100,10,Durango,4,Cuencamé,durango-cuencame
